,number,values_0,values_1,datetime_start,datetime_complete,duration,params_epochs,params_init_weights,params_log batch size,params_lr,params_weight_decay,system_attrs_nsga2:generation,state
80,80,5.462705815792463,0.5095714285714286,2023-10-06 00:46:18.886821,2023-10-06 01:44:52.293188,0 days 00:58:33.406367,60,kaiming,1,0.00011979247067599659,0.0005779995496103194,1,COMPLETE
81,81,1.8215891423969055,0.4821345136345137,2023-10-06 01:44:52.296745,2023-10-06 02:48:41.420196,0 days 01:03:49.123451,60,kaiming,1,4.0775407689440165e-05,0.0005779995496103194,1,COMPLETE
82,82,0.8521756142377853,0.5833333333333333,2023-10-06 02:48:41.424271,2023-10-06 03:10:47.844642,0 days 00:22:06.420371,25,xavier,5,2.9216011126545536e-05,0.0039057294798231163,1,COMPLETE
83,83,1.1706853590905666,0.39333333333333337,2023-10-06 03:10:47.862823,2023-10-06 03:55:45.613191,0 days 00:44:57.750368,60,kaiming,4,5.209566907769859e-05,0.0034285641857537425,1,COMPLETE
84,84,1.1536707699831044,0.47750000000000004,2023-10-06 03:55:45.619840,2023-10-06 04:18:46.776158,0 days 00:23:01.156318,30,xavier,3,5.0495622196414626e-05,0.004077905323346734,1,COMPLETE
85,85,0.8043057650327683,0.48,2023-10-06 04:18:46.787365,2023-10-06 04:27:43.685800,0 days 00:08:56.898435,10,kaiming,4,1.1256396749080472e-05,0.004948045594782035,1,COMPLETE
86,86,0.7618161910346577,0.6049489795918367,2023-10-06 04:27:43.688880,2023-10-06 04:32:25.370177,0 days 00:04:41.681297,5,kaiming,3,3.6508572487163534e-05,0.003513483149635064,1,COMPLETE
87,87,5.9516728923247495,0.5052173913043478,2023-10-06 04:32:25.374904,2023-10-06 04:58:23.013282,0 days 00:25:57.638378,25,kaiming,1,0.00017262928298508094,0.00033972094850733,1,COMPLETE
88,88,0.8104205088956016,0.5499999999999999,2023-10-06 04:58:23.018573,2023-10-06 05:01:57.567991,0 days 00:03:34.549418,5,kaiming,4,6.499741887691353e-05,0.005006173780973869,1,COMPLETE
89,89,0.7390522001045091,0.6027777777777777,2023-10-06 05:01:57.571771,2023-10-06 05:50:34.092510,0 days 00:48:36.520739,55,xavier,3,1.3320545831336052e-05,0.004948045594782035,1,COMPLETE
90,90,5.982910446215329,0.4801101528101528,2023-10-06 05:50:34.123890,2023-10-06 06:46:27.782145,0 days 00:55:53.658255,45,kaiming,0,0.00011987975850561674,0.0062221207374904735,1,COMPLETE
91,91,4.214479334104856,0.45920351473922894,2023-10-06 06:46:27.801001,2023-10-06 07:17:34.093755,0 days 00:31:06.292754,40,kaiming,3,0.00020409349549859983,0.003513483149635064,1,COMPLETE
92,92,4.133388994020353,0.4855890534336561,2023-10-06 07:17:34.096829,2023-10-06 07:23:10.166102,0 days 00:05:36.069273,5,kaiming,0,0.00022846345359608464,0.005238185029556306,1,COMPLETE
93,93,3.5367635529086066,0.4833333333333333,2023-10-06 07:23:10.171449,2023-10-06 07:33:19.604971,0 days 00:10:09.433522,15,kaiming,4,0.0003697203471977118,0.003974163447584436,1,COMPLETE
94,94,1.1191717338349139,0.4451388888888889,2023-10-06 07:33:19.608997,2023-10-06 07:56:08.708099,0 days 00:22:49.099102,30,kaiming,3,8.47775564207313e-05,0.0013505353360924017,1,COMPLETE
95,95,0.9933848601366793,0.6183333333333334,2023-10-06 07:56:08.712178,2023-10-06 09:02:09.315172,0 days 01:06:00.602994,60,kaiming,4,0.0001886571877199848,0.0005976811241498927,1,COMPLETE
96,96,1.0517765281988043,0.37,2023-10-06 09:02:09.322268,2023-10-06 09:58:33.873613,0 days 00:56:24.551345,50,xavier,4,0.000109544692943392,0.0026877323938356333,1,COMPLETE
97,97,1.0931663534470966,0.5633333333333332,2023-10-06 09:58:33.877073,2023-10-06 10:31:13.118342,0 days 00:32:39.241269,30,kaiming,4,4.638318382514224e-05,0.0003088663780608929,1,COMPLETE
98,98,1.3468788526287034,0.5204166666666666,2023-10-06 10:31:13.123217,2023-10-06 11:04:32.524544,0 days 00:33:19.401327,30,kaiming,3,7.2865469873556e-05,0.0018424044807669993,1,COMPLETE
99,99,1.035387398785463,0.5282537805331924,2023-10-06 11:04:32.548666,2023-10-06 11:40:04.596883,0 days 00:35:32.048217,30,kaiming,2,4.638318382514224e-05,0.00039212941694865774,1,COMPLETE
